id	isbn	name	author	publishing	publisheddate	price	pages	allnum
1045	9787517704744	医院绩效变革:工作量效能积分法绩效管理模式实操含光盘 	秦永方		2016	88	100	2
1046	9787300204482	慕课:人人可以上大学	哈伯	人民大学	2015	39	100	2
1047	9787508643724	资本的年代:1848~1875	霍布斯鲍姆	中信	2013	48	100	2
1048	9787308155571	透视互联网金融	何珊.陈光磊	浙江大学	2016	39	100	2
1049	9787508652818	日本帝国衰亡史:1936-1945全4册 	托兰	中信	2015	98	100	2
1050	9787532769414	常识	潘恩	上海译文	2015	25	100	2
1051	9787511876713	民主的历史	许良英.王来棣	法律	2015	39	100	2
1052	9787301257494	法律:七堂法治通识课	 新西兰)杰里米·沃尔德伦	北京大学	2015	38	100	2
1053	9787547309230	加勒比海地区史	菲格雷多.阿尔戈特-弗雷雷	东方出版中心	2016	45	100	2
1054	9787121280320	新榜样:新媒体运营实战指南	新榜	电子工业	2016	50	100	2
1055	9787544272254	艾森豪威尔:一个士兵的一生	德斯特	南海	2014	59	100	2
1056	9787533176655	大众天文学史	王玉民	山东科技	2015	27	100	2
1057	9787513903318	曾国藩的正面与侧面全新修订升级版 	张宏杰	民主与建设	2014	39.8	100	2
1058	9787806826720	古蜀文明探秘--刘兴诗新说三星堆.金沙的前世今生	刘兴诗	四川辞书	2011	29.8	100	2
1059	9787508654294	重新定义团队:谷歌如何工作	博克	中信	2015	56	100	2
1060	9787508652658	遥远的桥:1944市场花园行动	瑞恩	中信	2015	68	100	2
1061	9787549569311	时代漫画:被时光尘封的1930年代中国创造力	生活月刊	广西师大	2015	50	100	2
1062	9787111503248	混合式学习:用颠覆式创新推动教育革命	霍恩.斯泰克	机械工业	2015	45	100	2
1063	9787111456452	投行笔记	徐子桐	机械工业	2014	49	100	2
1064	9787511879592	法窗夜话	穗积陈重	法律	2015	45	100	2
1065	9787213070624	全球风口:积木式创新与中国新机遇	王煜全.薛兆丰	浙江人民	2016	62.9	100	2
1066	9787506088022	震撼世界的经济领袖们	柳在洙	人民	2016	58	100	2
1067	9787505736276	中国的故事	中村邦彦	中国友谊	2016	42	100	2
1068	9787547040782	陶庵梦忆精装典藏本 	张岱.李妍	万卷	2016	36	100	2
1069	9787229075910	民族责任与全球正义	米勒	重庆	2014	40.5	100	2
1070	9787101104943	中学历史年表	赵洪兴.陈虎	中华书局	2015	29	100	2
1071	9787100107150	古代波斯诸帝国	比尔冈	商务印书馆	2014	58	100	2
1072	9787100119702	中国“近代知识”的生成	高柳信夫	商务印书馆	2016	46	100	2
1073	9787100115346	做书--感悟与理念	李昕	商务印书馆	2015	39.8	100	2
1074	9787308152457	互联网金融:概念.要素与生态	管清友.高伟刚	浙江大学	2015	58	100	2
1075	9787100105927	走进晚明	商传.著	商务印书馆	2014	40	100	2
1076	9787100104012	中国史学名著评论	陈垣.著陈智超.编	商务印书馆	2014	30	100	2
1077	9787305157257	致命的策略	波德里亚	南京大学	2015	45	100	2
1078	9787100113809	诗侣莎魂:我的父母朱生豪、宋清如	朱尚刚	商务印书馆	2016	80	100	2
1079	9787100105408	爱欲的统治	基尔伯	商务印书馆	2014	65	100	2
1080	9787100090971	古希腊的民主和科学精神	汪子嵩	商务印书馆	2014	28	100	2
1081	9787100103862	性别政治与国家:论中国妇女解放	张念	商务印书馆	2014	39	100	2
1082	9787100116268	朱生豪小言集	朱生豪.朱尚刚	商务印书馆	2016	96	100	2
1083	9787539976334	赤裸裸的未来--大数据时代:如何预见未来的生活和自己	 美)塔克尔	江苏文艺	2014	48	100	2
1084	9787511723840	国家命运:中国未来经济转型与政革发展	吴敬琏等	中央编译	2015	58	100	2
1085	9787511727848	生存:立体污染下的生死之忧	邵传贤	中央编译	2016	58	100	2
1086	9787567548770	国民节日讲义	杨志刚	华东师大	2016	49.8	100	2
1087	9787300227450	与大师同行:经济思想史公开课	赵峰	人民大学	2016	43	100	2
1088	9787300186740	TED演讲的秘密:18分钟改变世界	多诺万	人民大学	2014	36.9	100	2
1089	9787121287640	优势:组织健康胜于一切修订本 	兰西奥尼	电子工业	2016	48	100	2
1090	9787121257667	一个人的电商:运营策略与实操手记	许晓辉	电子工业	2015	59	100	2
1091	9787121244155	拆墙:全网革命	李光斗	电子工业	2014	58	100	2
1092	9787010152844	真理.时间与自由:一个哲学理论的导论	科赫	人民	2016	32	100	2
1093	9787229110789	浴血太平洋: 一个海军陆战队员瓜岛战役亲历记	斯朗.麦克埃内里	重庆	2016	42	100	2
1094	9787556107391	斯坦福极简经济学:如何果断地权衡利益得失	泰勒		2015	35	100	2
1095	9787020108008	如果你想过1%的生活	杨奇函	人民文学	2015	36	100	2
1096	9787508657745	乌克兰:硝烟中的雅努斯	闻一	中信	2016	48	100	2
1097	9787508641171	新世界史.第1卷	孙隆基	中信	2015	58	100	2
1098	9787508649474	创新公司:皮克斯的启示	卡特姆.华莱士	中信	2015	49	100	2
1099	9787508646428	特斯拉之父:埃隆.马斯克传	竹内一正	中信	2014	39	100	2
1100	9787301261934	经济学的邀请	瓦鲁法克斯	北京大学	2015	72	100	2
1101	9787511342010	谁拯救了农场	戈文达拉扬	中国华侨	2013	38	100	2
1102	9787550275546	分享经济	张新红	北京联合	2016	52.9	100	2
1103	9787303202478	我在美国做学校心理学家:走进真实的美国中小学生活	谢刚	北 师 大	2016	45	100	2
1104	9787550415898	你不知道的财经真相:美国退出QE之后的世界	梁海明	西南财大	2014	36	100	2
1105	9787550248014	秋叶:如何高效读懂一本书	秋叶	北京联合	2015	39.8	100	2
1106	9787101115789	龙与鹰的帝国	欧阳莹之	中华书局	2016	72	100	2
1107	9787532158355	巴黎评论.作家访谈.2	美国巴黎评论编辑部	上海文艺	2015	45	100	2
1108	9787550219588	中国经济史	钱穆	北京联合	2013	39.8	100	2
1109	9787531677918	这些年你没看见的美国	阙维杭	黑龙江教育	2015	36	100	2
1110	9787108053541	卡路里与束身衣:跨越两千年的节食史	福克斯克罗夫特	三联书店	2015	29	100	2
1111	9787540775179	可见者的交错	让-吕克.马里翁	漓江	2015	28	100	2
1112	9787510095610	抗日战争正面战场	张宪文	北京世图	2015	58	100	2
1113	9787544359580	中医史修订本 	李经纬	海南	2012	69	100	2
1114	9787510456978	金融的原理:陈光甫言论集	傅国涌.周振新	新 世 界	2016	48	100	2
1115	9787100119306	自然法理论	菲尼斯	商务印书馆	2016	28	100	2
1116	9787100118149	中国常见植物野外识别手册.苔藓册	马克平	商务印书馆	2016	36	100	2
1117	9787308151009	停云献疑录	谢正光	浙江大学	2016	36	100	2
1118	9787010157887	法治天下:黄进教授访谈录	黄进	人民	2016	60	100	2
1119	9787547309612	北洋军阀史全2册 修订本 	来新夏	东方出版中心	2016	95	100	2
1120	9787100097406	发现社会:西方社会学思想述评第八版 	兰德尔.柯林斯...	商务印书馆	2014	39	100	2
1121	9787121227547	世界大时局--各国经济改革得失	高连奎	电子工业	2014	45	100	2
1122	9787010149356	阎明复回忆录全2册 	阎明复	人民	2015	138	100	2
1123	9787010147338	1942~1945:我的上海沦陷生活	颜滨著.采金	人民	2015	59	100	2
1124	9787229107963	最寒冷的冬天Ⅱ:一位韩国上将亲历的朝鲜战争	白善烨	重庆	2016	58	100	2
1125	9787229071820	自然史全新修订版 	乔治.布封	重庆	2014	65	100	2
1126	9787511323828	美国算什么--美国这些年1980至今 	薛涌	中国华侨	2015	36	100	2
1127	9787515404080	共和中的帝制	张鸣	当代中国	2012	39.8	100	2
1128	9787531684893	阿尔贝.加缪:自由人生	梅耶	黑龙江教育	2016	58	100	2
1129	9787561558225	心路历程	许倬云	厦门大学	2015	42	100	2
1130	9787101116267	易理与人生	田学斌	中华书局	2016	26	100	2
1131	9787508083957	中南海人物春秋	顾保孜	华夏	2015	78	100	2
1132	9787508652924	波斯战火	霍兰	中信	2016	58	100	2
1133	9787508658742	爆款:如何打造超级IP	埃尔伯斯	中信	2016	49	100	2
1134	9787508646480	支付战争:互联网金融创世纪	杰克逊	中信	2015	49	100	2
1135	9787301267455	科学-谁说了算	布奇	北京大学	2016	39	100	2
1136	9787208125766	启蒙时代.上--现代异教精神的兴起	盖伊	上海人民	2015	79	100	2
1137	9787208121409	管子解读:领袖需要的智慧	魏承思	上海人民	2014	48	100	2
1138	9787505734883	拯救最后的犹太人	纳伊姆	中国友谊	2015	35	100	2
1139	9787511345424	智能时代	霍金斯&布拉克斯莉	中国华侨	2014	42	100	2
1140	9787504483126	文明大趋势	苏三	中国商业	2013	46.8	100	2
1141	9787100118422	中外立法制度比较	曹海晶	商务印书馆	2016	52	100	2
1142	9787511726605	顾准追思录：顾准百年纪念版	罗银胜.编	中央编译	2015	68	100	2
1143	9787301263389	中国阿拉伯关系史汉文.阿拉伯文 	郭应德	北京大学	2015	48	100	2
1144	9787532643981	无知--它怎样驱动科学	法尔斯坦	上海辞书	2015	28	100	2
1145	9787100118293	关于时间意识的贝尔瑙手稿1917-1918 	胡塞尔	商务印书馆	2016	48	100	2
1146	9787111517993	价值主张设计:如何构建商业模式最重要的环节	奥斯特瓦德	机械工业	2015	85	100	2
1147	9787100102896	亚当.斯密传	雷	商务印书馆	2014	78	100	2
1148	9787100103541	师范学校与中国的现代化--民族国家的形成与社会转型:1897-1937	丛小平	商务印书馆	2014	49	100	2
1149	9787111490838	微商创业者手册	凌教头	机械工业	2015	59	100	2
1150	9787100120197	敌基督者--对基督教的诅咒	尼采	商务印书馆	2016	15	100	2
1151	9787505736597	文字之道	余和群	中国友谊	2016	58	100	2
1152	9787567546578	从利玛窦到海德格尔	沈清松	华东师大	2016	34.8	100	2
1153	9787111530145	在生命最深处与人相遇:欧文·亚隆思想传记	乔塞尔森	机械工业	2016	39	100	2
1154	9787550255609	中国神话史	袁珂	北京联合	2015	68	100	2
1155	9787115395610	传奇医学:改变人类命运的医学成就	拜纳姆	人民邮电	2015	88	100	2
1156	9787553442013	现代法国的起源:旧制度	泰纳	吉林出版集团	2014	58	100	2
1157	9787562845423	在日本·岛国88元素	毛丹青	华东理工大学	2016	39.8	100	2
1158	9787506382724	见证--肖斯塔科维奇回忆录	所罗门-伏尔科夫	作家	2015	42	100	2
1159	9787549559282	德国与中国:历史中的相遇	顾彬	广西师大	2015	48	100	2
1160	9787121277498	创新的扩散第五版 	罗杰斯	电子工业	2016	68	100	2
1161	9787101111743	钟吕传道集 西山群仙会真记	高丽杨	中华书局	2015	39	100	2
1162	9787506073325	华夏上古神系全二册 	朱大可	人民	2014	98	100	2
1163	9787515404554	中国的内战:1945-1949年的政治斗争	胡素珊	当代中国	2014	76	100	2
1164	9787560860114	忧心欧洲:我的呼吁	科尔	同济大学	2015	28	100	2
1165	9787300219684	触点管理:互联网+时代的德国人才管理模式	许勒尔	人民大学	2015	49	100	2
1166	9787100111263	评功过	来新夏	商务印书馆	2016	42	100	2
1167	9787308141055	123和+ - × ÷ 的数学旅行:25段抽丝剥茧的数学探索	大卫.伯林斯基	浙江大学	2015	38	100	2
1168	9787511722805	请愤怒吧	黑塞尔	中央编译	2015	20	100	2
1169	9787515331584	年轻资本:金融风暴后华尔街的八个故事	鲁斯	中国青年	2015	39.9	100	2
1170	9787539647623	极端之美--举世独有的三项文化	余秋雨	安徽文艺	2014	58	100	2
1171	9787108049315	重返人类演化现场	沃尔特	三联书店	2014	36	100	2
1172	9787509370919	统一的正义--美国联邦上诉审及其启示	陈杭平	中国法制	2015	39.8	100	2
1173	9787550715707	袁庚传:改革现场	涂俏	海天	2016	78	100	2
1174	9787538750898	明治维新生活史	柳田国男	时代文艺	2016	39.8	100	2
1175	9787511726780	哲学的起源	柄谷行人	中央编译	2015	32	100	2
1176	9787301243589	博弈与社会讲义	张维迎	北京大学	2014	58	100	2
1177	9787535484062	生活在宋朝	吴钩	长江文艺	2015	36.8	100	2
1178	9787505734142	假如人生是一场游戏	莱波雷	中国友谊	2014	39.8	100	2
1179	9787505734678	英格兰银行	科纳汉	中国友谊	2015	59.8	100	2
1180	9787515332833	惊讶心理学:拥抱不可预测性并策划让人意想不到的事	露娜.伦宁格	中国青年	2015	35	100	2
1181	9787567542952	政治女强人--慈禧	沈渭滨	华东师大	2016	32	100	2
1182	9787513317993	世界梦幻图书馆	XKnowledge	新星	2015	98	100	2
1183	9787229096519	惠普之道:美国合伙人的创业思维	戴维.帕卡德	重庆	2016	39.8	100	2
1184	9787218102566	世界战争与西方的衰落全2册 	弗格森	广东人民	2015	88	100	2
1185	9787100099950	阿拉伯简史	希提	商务印书馆	2013	30	100	2
1186	9787511725721	大变局:全球互联新未来	新京报	中央编译	2015	48	100	2
1187	9787508653785	未终结的帝国	达尔文	中信	2015	69	100	2
1188	9787508650852	权力的艺术:托马斯.杰斐逊传	米查姆	中信	2015	79	100	2
1189	9787508649993	光荣与梦想全四册 	威廉·曼彻斯特	中信	2015	236	100	2
1190	9787508641072	道路与梦想:我与万科1983-1999 	王石	中信	2013	49	100	2
1191	9787506853163	德意志的另一行泪:“二战”德国老兵寻访录	朱维毅	中国书籍	2016	59	100	2
1192	9787549577934	拉丁与日耳曼民族史 1494-1514	兰克	广西师大	2015	68	100	2
1193	9787550251250	麦肯锡入职培训第一课:让职场新人一生受用的逻辑思考力	大岛祥誉	北京联合	2015	28	100	2
1194	9787213069598	追随直觉之路	坎贝尔	浙江人民	2016	62.9	100	2
1195	9787542859792	饶议科学.2	铙毅	上海科教	2014	55	100	2
1196	9787111535577	资产组合选择和资本市场的均值-方差分析	马科维茨	机械工业	2016	90	100	2
1197	9787111534709	创造性思维:问题处理与科学决策	萨蒂	机械工业	2016	50	100	2
1198	9787111479123	跨界:开启互联网与传统行业融合新趋势	腾讯科技频道	机械工业	2014	39	100	2
1199	9787301235539	掌控云销:手机管理新模式	陈震.张治	北京大学	2015	45	100	2
1200	9787101114935	崇祯帝大传	晁中辰	中华书局	2016	45	100	2
1201	9787515331362	卓越课堂管理	黄绍裘	中国青年	2015	68	100	2
1202	9787305103049	韩国人在想什么全四册 	李圭泰	南京大学	2015	88	100	2
1203	9787100116114	正义法的理论	施塔姆勒	商务印书馆	2016	48	100	2
1204	9787100113731	大学的根本	黄达人	商务印书馆	2015	58	100	2
1205	9787100102964	幸运儿	[美]利尔·莱博维茨...	商务印书馆	2014	43	100	2
1206	9787100090896	政治算术	配第	商务印书馆	2014	16	100	2
1207	9787100100090	中国文法要略	吕叔湘	商务印书馆	2014	62	100	2
1208	9787100102766	公民文化--五个国家的政治态度和民主制度	阿尔蒙德	商务印书馆	2014	35	100	2
1209	9787510098130	人类为何会哭:藏在悲伤.进化和大脑里的秘密	特林布尔	北京世图	2015	38	100	2
1210	9787510067006	美国为什么完蛋了?帝国衰败的根源	莫里斯·伯曼	北京世图	2013	39	100	2
1211	9787508653198	霍布斯鲍姆自传:趣味横生的20世纪	霍布斯鲍姆	中信	2016	68	100	2
1212	9787510094798	心灵的激情:弗洛伊德传全两册 	欧文·斯通	北京世图	2015	108	100	2
1213	9787100119986	瞧-这个人:人如何成其所是	尼采	商务印书馆	2016	18	100	2
1214	9787509543603	倾覆与重构--中国古代农民起义大起底	顾伯冲	中国财经	2014	35	100	2
1215	9787300213194	大国外交:从拿破仑战争到第一次世界大战	里奇	人民大学	2015	68	100	2
1216	9787547829349	基因密码	麦基西克	上海科技	2016	32	100	2
1217	9787300220024	政治的密码	海伍德	人民大学	2016	42	100	2
1218	9787305102806	作为事件的阅读	小森阳一	南京大学	2015	32	100	2
1219	9787218105888	幽暗意识与时代探索	张灏	广东人民	2016	49	100	2
1220	9787547309346	原来帝王是苦工:从大禹到溥仪	王充闾	东方出版中心	2016	35	100	2
1221	9787552013382	高校图书馆门户网站建设	徐婷	上海社科院	2016	29.8	100	2
1222	9787532769308	重建的世界	基辛格	上海译文	2015	68	100	2
1223	9787515331591	教学需要打破常规:全世界最受欢迎的创意教学法	戴夫.伯格斯	中国青年	2015	33	100	2
1224	9787213068584	更新中国:国家与新全球史	王赓武	浙江人民	2016	29	100	2
1225	9787010149448	华莱士:日本侵华史调查	华莱士	人民	2015	38	100	2
1226	9787506078252	第五次变革	王冲	人民	2015	45	100	2
1227	9787550260474	东大爸爸写给我的日本史	小岛毅	北京联合	2015	32	100	2
1228	9787531684138	简.奥斯汀与孩子们	赛尔温	黑龙江教育	2015	60	100	2
1229	9787531680437	简.奥斯汀之幸福哲学	坎特	黑龙江教育	2015	60	100	2
1230	9787531678960	全新的但丁:诗人.思想家.男人	雷诺兹	黑龙江教育	2015	69	100	2
1231	9787550227392	耶鲁大学公开课:死亡	谢利·卡根	北京联合	2014	48	100	2
1232	9787303186495	她字的文化史:女性新代词的发明与认同研究增订版 	黄兴涛	北 师 大	2015	45	100	2
1233	9787533469276	一代文宗 刹那锦云:也是鲁迅-也是胡适	姜异新	福建教育	2016	36	100	2
1234	9787544361545	薛定谔的小猫	格里宾	海南	2015	32	100	2
1235	9787101113488	赵无极中国讲学笔录	孙建平	中华书局	2016	88	100	2
1236	9787308150415	读书为上:五百年图书发现史	威尔斯	浙江大学	2016	59	100	2
1237	9787511724410	21世纪政治经济学:世界将何去何从	科勒德克	中央编译	2015	58	100	2
1238	9787515328782	听了那么多大道理-为什么依旧过不好这一生:沃顿商学院毕业前的最后一门课	理查德.谢尔	中国青年	2014	39.9	100	2
1239	9787548714491	稻可道	方志辉	中南大学	2015	58	100	2
1240	9787505734579	我知道你是谁-我知道你做过什么:隐私在社交网络时代的死亡	安德鲁斯	中国友谊	2015	49	100	2
1241	9787504980915	IMF与全球金融危机	乔伊斯	中国金融	2015	46	100	2
1242	9787501248414	大跨界:互联网时代的新商业模式	路长全	世界知识	2015	98	100	2
1243	9787300216317	资本的终结:21世纪大众政治经济学	李民骐.等	人民大学	2016	36	100	2
1244	9787305141973	地中海	莫朗	南京大学	2015	28	100	2
1245	9787504980625	巴塞尔III与金融监管大变革	巴曙松.等	中国金融	2015	69	100	2
1246	9787308154765	非现场经济意识	张为志	浙江大学	2016	48	100	2
1247	9787501249459	郑和发现美洲之新解	尼克莱斯.尼克莱斯	世界知识	2015	56	100	2
1248	9787510094774	上海资本家与国民政府1927-1937	小科布尔	北京世图	2015	49	100	2
1249	9787501248568	撒切尔夫人传:我是牌中大王	莫尔	世界知识	2015	49.8	100	2
1250	9787509776032	购买时间:资本主义民主国家如何拖延危机	施特雷克	社科文献	2015	45	100	2
1251	9787515331911	四人帮上海余党覆灭记	李海文.王守家	中国青年	2015	42	100	2
1252	9787519202552	奥斯维辛集中营的志愿者:一份来自波兰卧底的报告	皮莱茨基		2015	42	100	2
1253	9787509756119	无情的革命:资本主义的历史	阿普尔比	社科文献	2014	69	100	2
1254	9787567549395	货币的战争与和平	米斯特拉尔	华东师大	2016	45	100	2
1255	9787121281655	中毒的世界	尼科利诺	电子工业	2016	59	100	2
1256	9787010158396	平等.民主与国家主权--东西方的和解	米勒	人民	2016	38	100	2
1257	9787508657141	智能社会	高金波	中信	2016	49	100	2
1258	9787508651231	众创时代	吴霁虹桑德森	中信	2015	42	100	2
1259	9787508650678	目客.NO.001--花朵与我	Lens	中信	2015	42	100	2
1260	9787508643106	情商.4	戈尔曼	中信	2013	49	100	2
1261	9787303171262	生物学哲学	郭贵春.殷杰	北 师 大	2015	200	100	2
1262	9787101116076	辽史全五册 	脱脱著.刘浦江整理	中华书局	2016	280	100	2
1263	9787100098557	弗吉尼亚笔记	托马斯·杰斐逊	商务印书馆	2014	18	100	2
1264	9787100101912	求古编	许倬云	商务印书馆	2013	59	100	2
1265	9787547609330	中国赌金者--327事件始末	陆一	上海远东	2015	48	100	2
1266	9787510086007	我爱偷窥:为何我们爱上自我暴露和窥视他人	 加)霍尔.涅兹维奇	北京世图	2014	39.8	100	2
1267	9787510049880	社会学与生活	谢弗	北京世图	2014	99.8	100	2
1268	9787510075599	人类的破坏性剖析	埃里希.弗洛姆	北京世图	2014	88	100	2
1269	9787510072871	自私的模因	凯特·迪斯汀	北京世图	2014	48	100	2
1270	9787510069499	最长的一天:我见证了诺曼底登陆	彼得.利德尔	北京世图	2014	58	100	2
1271	9787510071768	决定日本历史的瞬间--会议中的权与谋	加来耕三	北京世图	2014	30	100	2
1272	9787305130779	列宁主义	 英)哈丁	南京大学	2014	48	100	2
1273	9787305131417	第二哲学宣言	巴迪欧	南京大学	2014	32	100	2
1274	9787305129995	视觉机器	维利里奥	南京大学	2014	32	100	2
1275	9787305122422	北京人	肖复兴	南京大学	2014	38	100	2
1276	9787100108829	卢梭评判让-雅克:对话录	卢梭	商务印书馆	2015	58	100	2
1277	9787100107945	中国的土地和劳动	理查德·H.托尼	商务印书馆	2014	22	100	2
1278	9787100099172	骑马生活的历史图景	刘文锁.著	商务印书馆	2014	36	100	2
1279	9787100100670	瞿同祖论中国法律	瞿同祖	商务印书馆	2014	16	100	2
1280	9787100102773	斯宾诺莎书文集.第1卷--简论上帝.人及其心灵健康 知性改进论	斯宾诺莎	商务印书馆	2014	68	100	2
1281	9787513908740	中国史纲	张荫麟	民主与建设	2016	29.8	100	2
1282	9787101112511	大乘起信论校释	真谛	中华书局	2016	22	100	2
1283	9787101111804	春秋逝去的贤者:夏衍书信	夏衍.沈宁.沈旦	中华书局	2016	42	100	2
1284	9787101098648	爱情·信物	吕玉华	中华书局	2015	30	100	2
1285	9787101112443	中华好诗词第二季 	河北电视台中华好诗词项目组	中华书局	2015	38	100	2
1286	9787505734463	破译黑天鹅:如何应对未来15年的商业巨变	 美)凡尔梅. 美)赛尔	中国友谊	2014	45	100	2
1287	9787509788332	医疗的背后:那些关于生命.健康和医疗的真相	张克镇	社科文献	2016	35	100	2
1288	9787505735095	旧格局与新周期:全球金融周期下的中国经济	赵巍华.徐以升	中国友谊	2015	49	100	2
1289	9787308138093	危机不慌:在混沌中探索商业新优势	鲍勇剑	浙江大学	2014	48	100	2
1290	9787308135573	凭什么要学张瑞敏:互联网时代企业转型的海尔实践	王俞现	浙江大学	2014	48	100	2
1291	9787300216737	跟西游记学创业:一本人人都要读的管理秘籍	聂辉华	人民大学	2015	32	100	2
1292	9787547609538	世界反法西斯战争70年警示录	彭光谦.徐长银.陶德言.钱文荣	上海远东	2015	68	100	2
1293	9787100116855	联邦党人文集	汉密尔顿.杰伊	商务印书馆	2015	82	100	2
1294	9787550262836	未知:将不确定转化为机会	索萨.雷纳	北京联合	2015	49.8	100	2
1295	9787505735675	中国经济的未来之路.德国模式的中国借鉴	李稻葵.贝格	中国友谊	2015	48	100	2
1296	9787303192977	一般科学哲学.焦点主题	郭贵春.殷杰	北 师 大	2015	220	100	2
1297	9787303191789	信息哲学 全2册	郭贵春.殷杰	北 师 大	2015	250	100	2
1298	9787303191765	人类学与社会学哲学 全2册	郭贵春.殷杰	北 师 大	2015	280	100	2
1299	9787303191772	物理学哲学 全3册	郭贵春.殷杰	北 师 大	2015	350	100	2
1300	9787303191994	心理学与认知科学哲学	郭贵春.殷杰	北 师 大	2015	160	100	2
1301	9787030312563	第四次革命:看神经科技如何改变我们的未来	林奇	科学	2011	49	100	2
1302	9787539970752	老鼠仓	黎言	江苏文艺	2014	42.8	100	2
1303	9787301199848	丘吉尔的黑狗:忧郁症及人类心灵的其他现象	 英)安东尼·斯托尔...	北京大学	2014	42	100	2
1304	9787213068904	影响力珍藏版 	西奥迪尼	浙江人民	2015	79.9	100	2
1305	9787506075060	外交家曾纪泽1839-1890 	李恩涵	人民	2014	48	100	2
1306	9787111538813	施蒂格勒自传:一个自由主义经济学家的自白	乔治.J.施蒂格勒	机械工业	2016	60	100	2
1307	9787111528845	互联网+2.0:供给侧改革与企业转型升级路线图	杨健	机械工业	2016	69	100	2
1308	9787510834301	这个世界还会好吗?	李泽厚	九州	2015	28	100	2
1309	9787550246430	变革:地下经济的全球性崛起	纽沃夫	北京联合	2015	38	100	2
1310	9787506081689	社会再平衡	 加)亨利·明茨伯格	人民	2015	38	100	2
1311	9787506068222	大结局:39位民国大佬的后半生	叶健君	人民	2014	49.8	100	2
1312	9787549552573	王阳明的六次突围	许葆云.著	广西师大	2014	32	100	2
1313	9787510828737	1661-决战热兰遮:中国对西方的第一次胜利	欧阳泰	九州	2014	45.8	100	2
1314	9787550227149	改革现场上下册 	李德林	北京联合	2014	88	100	2
1315	9787564217822	改革:新经济政策向何处去	王尔德	上海财大	2013	45	100	2
1316	9787539937519	中国的倒影	胡赳赳	江苏文艺	2014	36	100	2
1317	9787208129122	法律解释:良法善治的新机制	刘平	上海人民	2015	40	100	2
1318	9787531683902	尼采遗稿1870-1873 修订版 	尼采	黑龙江教育	2015	49.8	100	2
1319	9787531686613	中国传统礼仪考	丁广惠	黑龙江教育	2016	56	100	2
1320	9787802569508	天生变态狂:TED心理学家的脑犯罪之旅	[美法隆	群言	2016	38	100	2
1321	9787510069451	红楼梦大观	周策纵	北京世图	2013	32	100	2
1322	9787100096805	维多利亚女王传	斯特莱切	商务印书馆	2014	52	100	2
1323	9787100118361	破解“资源诅咒”:矿业收益、要素配置与社会福利	张复明	商务印书馆	2016	78	100	2
1324	9787020108145	坐天下:张宏杰解读中国帝王	张宏杰	人民文学	2015	39.8	100	2
1325	9787544745277	莎士比亚书店	毕奇	译林	2014	38	100	2
1326	9787513318150	中国人的病	沈从文.刘红庆	新星	2015	45	100	2
1327	9787300225692	当代马克思主义政治经济学十五讲	当代马克思主义政治经济学十五讲编写组	人民大学	2016	48	100	2
1328	9787542653017	财富的责任与资本主义演变:美国百年公益发展的启示	资中筠	上海三联	2015	88	100	2
1329	9787544736473	思维的竞赛:里皮自述	里皮	译林	2014	38	100	2
1330	9787508652535	可以论	叶匡政	中信	2015	39.8	100	2
1331	9787513318358	褚时健传	蒋贵友	新星	2015	42	100	2
1332	9787111498773	互联网+跨界与融合	陈灿	机械工业	2015	49	100	2
1333	9787100118774	作为武器的图书--二战时期以全球市场为目标的宣传.出版与较量	亨奇	商务印书馆	2016	79.9	100	2
1334	9787567514676	统治史卷一 :古代的王权和帝国--从苏美尔到罗马修订版 	芬纳	华东师大	2014	118	100	2
1335	9787567511156	统治史卷二 :中世纪的帝国统治和代议制的兴起--从拜占庭到威尼斯	芬纳	华东师大	2014	98	100	2
1336	9787108054432	游学波士顿:美国教育.文化亲历	唐东楚	三联书店	2016	38	100	2
1337	9787101114805	魏武帝大传	柳春藩著	中华书局	2016	39	100	2
1338	9787101112047	食货金瓶梅--晚明市井生活	侯会	中华书局	2016	45	100	2
1339	9787508651255	MBA十日读第四版 	西尔比格	中信	2015	62	100	2
1340	9787508644981	罗马灭亡后的地中海世界上下册 	盐野七生	中信	2014	88	100	2
1341	9787509779811	1943:中国在十字路口	周锡瑞	社科文献	2016	59	100	2
1342	9787807696285	这才是美国	王永超	时代华文书局	2014	38	100	2
1343	9787531680741	有文化还不够:21世纪数字信息时代的流畅力	克罗克特.朱克斯	黑龙江教育	2016	36	100	2
1344	9787504974969	狂人.知识分子和学术涂鸦人--政治变化中的经济驱动力	雷顿.洛佩斯	中国金融	2014	38	100	2
1345	9787110089354	硅谷启示录.1--惊世狂潮	甘本祓	科学普及	2015	48	100	2
1346	9787515341293	穿越洞庭翻阅大书	李辉	中国青年	2016	36	100	2
1347	9787509787588	比较神话学在中国:反思与开拓	叶舒宪.谭佳	社科文献	2016	98	100	2
1348	9787519203894	温尼科特传	罗德曼		2016	78	100	2
1349	9787501212323	伟大的中国革命1800-1985 	费正清	世界知识	2014	35	100	2
1350	9787305129193	胡适晚年身影	杨翠华.庞桂芬	南京大学	2014	58	100	2
1351	9787305123818	小万神殿	巴迪欧	南京大学	2014	32	100	2
1352	9787100119207	自然法传统:一位哲学家的反思	西蒙	商务印书馆	2016	29	100	2
1353	9787100111867	语言的科学:詹姆斯.麦克吉尔弗雷访谈录	乔姆斯基	商务印书馆	2015	39	100	2
1354	9787100099127	中华民国民主宪法十讲	张君劢.著	商务印书馆	2014	29	100	2
